t,theta,theta_sim,theta_p,theta_p_sim,phi,phi_sim,phi_p,r_phi
0,0,0,0,0,0,0,0,0
0.01,-0.0001216259,0,-0.0007847399,0,0.003157139,0,0,0
0.02,-9.970697e-05,0.000740378,-0.0005182773,0.009663277,-0.00170517,0.0001584884,-0.004884725,0
0.03,-7.028553e-05,7.877918e-05,-0.0005182773,0.001084464,-0.00170517,2.147901e-05,-0.0009410705,0
0.04,-0.0001102938,-0.0003815956,0.001613427,-0.003045307,0.003157139,-8.468841e-05,-0.0001903493,0
0.05,-9.966717e-05,0.000485148,1.465157e-05,0.007606156,0.003157139,7.727598e-05,-0.004991577,0
0.06,-9.453065e-05,0.001109178,-0.0005182773,0.01360731,-0.00170517,0.0001967004,-0.006913459,0
0.07,-9.248227e-05,0.0003533263,1.465157e-05,0.00448809,0.003157139,3.468055e-05,-0.003435177,0
0.08,-0.0001680853,0.001025484,-0.0005182773,0.01482492,-0.00170517,0.0001469566,-0.01018138,0
0.09,-0.0002042952,0.0002899343,1.465157e-05,0.004381017,0.003157139,-3.542667e-05,-0.004887729,0
0.1,-0.0002044727,0.0009541882,0.0002811141,0.01342511,0.003157139,7.527381e-05,-0.009934234,0
0.11,-0.0002475108,0.00143475,1.465157e-05,0.0175987,0.003157139,0.0001488853,-0.011162,0
0.12,-0.0001491374,0.001763066,-0.0005182773,0.0215585,-0.00170517,0.0001987893,-0.01374579,0
0.13,-0.0001373338,0.0008360527,1.465157e-05,0.01004651,-0.00170517,-2.688429e-05,-0.009316023,0
0.14,-0.0001258959,0.0001816699,1.465157e-05,0.00242555,-0.00170517,-0.000203233,-0.006468434,0
0.15,-0.0001092447,-0.0002864763,-0.0002518147,-0.005531028,-0.00170517,-0.0003265422,-0.0009103548,0
0.16,-0.0001448274,-0.0006395165,0.001080498,-0.01277999,-0.00170517,-0.0003827027,0.005452557,0
0.17,-0.0001331531,-0.0009380111,1.465157e-05,-0.01852981,-0.00170517,-0.0003757061,0.01106492,0
0.18,-4.933307e-05,-0.001181682,0.001613427,-0.02235525,-0.00170517,-0.0003206113,0.01519229,0
0.19,0.000105368,-0.001356401,1.465157e-05,-0.02425066,-0.00170517,-0.0002358435,0.01769618,0
0.2,0.0001311964,-0.00145008,-0.0002518147,-0.02443613,0.003157139,-0.0001386875,0.01871577,0
0.21,3.544112e-06,-0.000317438,-0.00185059,-0.008362648,-0.00170517,0.0002007037,0.01098922,0
0.22,-2.892068e-05,-0.0007533902,-0.001584124,-0.01186818,-0.00170517,0.000204438,0.01188195,0
0.23,1.379838e-06,-0.001065739,-0.001051199,-0.01082288,-0.00170517,0.0001937316,0.008345824,0
0.24,2.740671e-05,-0.001253815,0.0002811141,-0.01055075,-0.00170517,0.0001580951,0.006702175,0
0.25,0.000181835,-0.001362595,0.00187989,-0.01098834,-0.00170517,0.0001160371,0.006583203,0
0.26,0.0001998196,-0.001377366,1.465157e-05,-0.01139678,-0.00170517,7.878082e-05,0.0071403,0
0.27,0.0001469578,-0.001376479,0.001080498,-0.01177614,0.003157139,4.996701e-05,0.007827265,0
0.28,0.0002110076,-0.0001852803,0.002146348,0.003164263,0.003157139,0.0002727659,0.0007911599,0
0.29,0.0001957911,0.0007017996,1.465157e-05,0.01357127,0.003157139,0.0004212671,-0.004472802,0
0.3,0.0001108078,0.001352315,0.0002811141,0.02329993,-0.00170517,0.0004974508,-0.01181182,0
0.31,0.0001519389,0.0006217134,0.001346961,0.01606823,-0.00170517,0.0002512572,-0.01167512,0
0.32,0.0002327541,0.0001488698,0.0005475767,0.01147139,0.003157139,1.814762e-05,-0.01204875,0
0.33,0.0001496427,0.001066256,-0.0002518147,0.02043351,-0.00170517,6.016015e-05,-0.01590113,0
0.34,9.013808e-05,0.0004933848,0.001080498,0.008636981,0.003157139,-0.0001622431,-0.008263847,0
0.35,0.0001355709,0.001255881,-0.0007847399,0.01680771,0.003157139,-7.087398e-05,-0.01195095,0
0.36,0.0001033872,0.001814666,0.0005475767,0.02049286,0.003157139,-4.984395e-06,-0.01242153,0
0.37,7.778979e-05,0.002195887,0.0002811141,0.02405593,-0.00170517,4.374459e-05,-0.01453422,0
0.38,2.56788e-05,0.001257476,0.0008140355,0.01194197,-0.00170517,-0.0001790351,-0.009771649,0
0.39,0.0001003598,0.0005670554,-0.001317661,0.003672002,-0.00170517,-0.0003495381,-0.006632564,0
0.4,0.0001508609,8.905033e-05,-0.001051199,-0.004806271,-0.00170517,-0.0004640938,-0.0007206365,0
0.41,0.0001643457,-0.0002662909,0.0002811141,-0.01255096,0.003157139,-0.0005082156,0.006043634,0
0.42,0.0001048473,0.0006478566,-0.0005182773,-0.003499849,-0.00170517,-0.000242035,0.004483961,0
0.43,2.760685e-05,4.287146e-05,0.0008140355,-0.01271258,-0.00170517,-0.0002488043,0.0108923,0
0.44,5.80604e-05,-0.0004448223,0.0008140355,-0.01603817,-0.00170517,-0.0002203478,0.0116765,0
0.45,2.875507e-05,-0.0007946385,-0.0002518147,-0.01866856,-0.00170517,-0.000182975,0.01297964,0
0.46,3.744409e-05,-0.00106945,0.001080498,-0.02085063,0.003157139,-0.0001331792,0.01457698,0
0.47,-5.292942e-05,-7.31654e-05,-0.0007847399,-0.007009265,-0.00170517,0.0001720185,0.008308524,0
0.48,-0.0001114031,-0.0006005741,0.0005475767,-0.0125409,-0.00170517,0.0001597226,0.01095457,0
0.49,-0.0001921638,-0.0009973411,-0.0002518147,-0.01318898,-0.00170517,0.0001506908,0.00901639,0
0.5,-0.000213721,-0.001294463,-0.001051199,-0.01426699,-0.00170517,0.0001305504,0.008568621,0
0.51,-0.0001724389,-0.001506163,-0.001317661,-0.01554988,-0.00170517,0.0001127785,0.009206697,0
0.52,-0.0001057414,-0.001639868,-0.0002518147,-0.01650403,-0.00170517,0.0001040988,0.01016117,0
0.53,-6.554232e-05,-0.001710729,-0.0002518147,-0.01687526,-0.00170517,0.0001045339,0.01093159,0
0.54,5.307011e-06,-0.00174508,0.0005475767,-0.0166721,-0.00170517,0.0001104379,0.01127564,0
0.55,0.000122969,-0.001740415,0.001346961,-0.0159039,0.003157139,0.0001169808,0.0111484,0
0.56,0.0002173827,-0.0004841521,0.00187989,0.0005287519,0.003157139,0.0003639626,0.003117712,0
0.57,0.0002855944,0.0004650717,-0.0005182773,0.01229685,0.003157139,0.0005251307,-0.003165691,0
0.58,0.0002817462,0.00119542,-0.0002518147,0.02333693,-0.00170517,0.0006031094,-0.01150684,0
0.59,0.0002452945,0.0005569884,0.0005475767,0.01724414,-0.00170517,0.000349289,-0.01223245,0
0.6,0.000297117,0.0001299537,-0.001317661,0.01330928,-0.00170517,0.0001013089,-0.01328539,0
0.61,0.000333937,-0.0001282982,-0.001051199,0.007453491,-0.00170517,-0.0001205306,-0.01009359,0
0.62,0.0003069263,-0.0002987641,1.465157e-05,0.0008779871,-0.00170517,-0.0002857538,-0.004675318,0
0.63,0.0002830242,-0.0004469201,0.001080498,-0.005291982,0.003157139,-0.0003851689,0.001091562,0
0.64,0.0003002816,0.0006181403,0.001080498,0.004824576,0.003157139,-0.0001805775,-0.001374742,0
0.65,0.0002628097,0.001366605,0.001346961,0.0114102,0.003157139,-8.091796e-06,-0.002966162,0
0.66,0.0002214938,0.001879374,0.0008140355,0.01842412,0.003157139,0.0001220301,-0.007678189,0
0.67,0.0001783604,0.002242758,0.001346961,0.02474893,0.003157139,0.0001920197,-0.01339945,0
0.68,0.0001447696,0.002508511,0.001346961,0.02945628,0.003157139,0.0002041311,-0.01843649,0
0.69,6.420951e-05,0.00270827,0.0005475767,0.03225904,-0.00170517,0.0001727261,-0.02200206,0
0.7,2.115325e-05,0.001634576,1.465157e-05,0.01799784,0.003157139,-0.0001281184,-0.01640745,0
0.71,-1.48938e-05,0.002056683,-0.001051199,0.02237988,0.003157139,-0.0001141089,-0.01889187,0
0.72,-3.705907e-05,0.002338241,0.0002811141,0.02157982,-0.00170517,-9.936751e-05,-0.01631898,0
0.73,-0.0001255143,0.001302984,1.465157e-05,0.005922602,0.003157139,-0.0003103707,-0.007483463,0
0.74,-0.0001467886,0.001709501,1.465157e-05,0.01063696,0.003157139,-0.0001924342,-0.009242633,0
0.75,-0.0001518354,0.00197096,0.001613427,0.01131013,-0.00170517,-8.077454e-05,-0.007513386,0
0.76,-9.121811e-05,0.0009231959,-0.0007847399,-0.002369009,-0.00170517,-0.0002129745,-0.0002846548,0
0.77,-5.899501e-05,0.0001701162,-0.001051199,-0.01053666,0.003157139,-0.0002824269,0.003607008,0
0.78,-4.965996e-05,0.0008235134,-0.0007847399,-0.002817337,-0.00170517,-5.677725e-05,0.001491869,0
0.79,-7.023555e-05,6.191173e-05,-0.0005182773,-0.01387686,0.003157139,-9.89254e-05,0.008941267,0
0.8,-1.151241e-05,0.0006842411,-0.001584124,-0.003774194,0.003157139,0.0001535608,0.003781491,0
0.81,-0.000135701,0.001140294,-0.0002518147,0.002533081,0.003157139,0.000352116,0.001021905,0
0.82,-0.0002942433,0.001418828,0.0008140355,0.008852114,-0.00170517,0.0005007724,-0.003768614,0
0.83,-0.0001793713,0.0003714408,0.001080498,-0.0006540674,-0.00170517,0.0003449634,-0.001734883,0
0.84,-0.0001808711,-0.0003232863,-0.004781678,-0.00611802,0.003157139,0.0002113128,-0.001103448,0
0.85,-0.0002299863,0.0003922125,-0.0005182773,0.002895124,-0.00170517,0.000352344,-0.00485044,0
0.86,-5.146264e-05,-0.0003203423,-0.001317661,-0.007847794,0.003157139,0.0002198843,0.002061483,0
0.87,-6.004245e-05,0.0004245468,-0.003449365,0.002370683,-0.00170517,0.0003856915,-0.002919941,0
0.88,-0.0001428808,-0.0002474283,0.0005475767,-0.006976745,0.003157139,0.0002626154,0.002458149,0
0.89,-6.733034e-05,0.0004436475,0.001613427,0.003736423,-0.00170517,0.0004241577,-0.003621389,0
0.9,5.005785e-05,-0.0002302543,0.0002811141,-0.00521318,0.003157139,0.0002883746,0.001101939,0
0.91,-0.0001413521,0.000533625,0.001346961,0.005854408,-0.00170517,0.0004339385,-0.005144669,0
0.92,3.547742e-06,-0.0001785645,0.003745124,-0.00351435,-0.00170517,0.0002827171,-0.0003434259,0
0.93,6.116695e-05,-0.0006356525,0.00187989,-0.007920105,-0.00170517,0.0001706159,0.001044821,0
0.94,2.628864e-05,-0.0009380737,1.465157e-05,-0.01233106,-0.00170517,8.777112e-05,0.00411229,0
0.95,2.794898e-05,-0.001173902,-0.001317661,-0.01637878,-0.00170517,4.337751e-05,0.007724872,0
0.96,3.273644e-05,-0.001354976,-0.002649974,-0.01939364,0.003157139,3.529508e-05,0.0108583,0
0.97,-3.745818e-07,-0.0002909519,-0.002383512,-0.006029096,0.003157139,0.0002984382,0.005560096,0
0.98,9.064385e-05,0.0004574279,0.0002811141,0.003490868,0.003157139,0.0004983267,0.001264524,0
0.99,0.0001459801,0.001036018,0.001080498,0.01332719,0.003157139,0.0006287626,-0.005840563,0
1,0.0001728762,0.001502063,0.0008140355,0.02211144,-0.00170517,0.0006773311,-0.01351926,0
1.01,0.0002497365,0.0006822454,0.00187989,0.01368526,-0.00170517,0.0004075581,-0.01260837,0
1.02,0.0004061878,0.0001558484,-0.0005182773,0.007936644,-0.00170517,0.0001617355,-0.011878,0
1.03,0.0003288412,-0.0001483142,-0.0007847399,0.000958472,-0.00170517,-4.204454e-05,-0.007257181,0
1.04,0.0003181859,-0.000401244,1.465157e-05,-0.006374274,0.003157139,-0.0001789888,-0.0009936846,0
1.05,0.0003114526,0.0005954369,-0.002117053,0.002528151,0.003157139,-2.269357e-06,-0.002488492,0
1.06,0.0002317632,0.001285348,-0.001317661,0.008031147,-0.00170517,0.0001539906,-0.00305563,0
1.07,0.0002511053,0.0005343589,-0.0005182773,-0.0009701042,-0.00170517,3.400924e-05,0.0005868727,0
1.08,0.0003184127,4.334026e-06,-0.0005182773,-0.005287855,-0.00170517,-5.964904e-05,0.0009400699,0
1.09,0.0002834367,-0.000348582,0.0008140355,-0.009991355,-0.00170517,-0.0001321266,0.003618547,0
1.1,0.0001847329,-0.0006250702,0.0008140355,-0.01467162,0.003157139,-0.0001678559,0.007377916,0
1.11,0.0001699801,0.0003279909,0.0008140355,-0.003439626,0.003157139,7.922585e-05,0.00341155,0
1.12,0.0001233162,0.0009920071,0.0008140355,0.004113601,0.003157139,0.0002783605,0.0006416636,0
1.13,0.0001107669,0.001448845,1.465157e-05,0.01202124,-0.00170517,0.0004230016,-0.005011054,0
1.14,0.0001224772,0.0005856265,0.0008140355,0.004063853,-0.00170517,0.0002539593,-0.003993773,0
1.15,8.637586e-05,-6.632297e-06,-0.001584124,-0.0005603265,-0.00170517,9.855271e-05,-0.004207422,0
1.16,6.167333e-05,-0.0004286676,-0.0005182773,-0.006377808,0.003157139,-3.19943e-05,-0.0009958963,0
1.17,0.0001589145,0.0004590344,0.0002811141,0.002924872,0.003157139,0.0001294775,-0.003759211,0
1.18,0.0002023443,0.001117178,-0.0007847399,0.008447813,-0.00170517,0.0002639464,-0.004584698,0
1.19,0.0001305236,0.0003913982,0.0008140355,-0.0006031217,0.003157139,0.0001233217,-0.0007294551,0
1.2,0.0001170695,0.001055299,0.001613427,0.009974359,0.003157139,0.000256942,-0.007591911,0
1.21,0.0001667586,0.001539116,-0.0002518147,0.01525949,-0.00170517,0.0003361653,-0.01020749,0
1.22,0.0001583828,0.0007043874,-0.0002518147,0.004868108,-0.00170517,0.0001359235,-0.006164167,0
1.23,0.0001476701,0.0001105899,-0.0005182773,-0.001494126,-0.00170517,-2.314201e-05,-0.004235778,0
1.24,0.0001697043,-0.0003166908,-0.0005182773,-0.008302566,-0.00170517,-0.0001400533,0.0002772571,0
1.25,0.0001156735,-0.0006317856,-0.0007847399,-0.01460965,-0.00170517,-0.0002000018,0.005722615,0
1.26,0.0001275552,-0.000902549,1.465157e-05,-0.0197261,0.003157139,-0.0002045266,0.01065552,0
1.27,0.0001310406,8.490519e-05,1.465157e-05,-0.007973067,0.003157139,7.827733e-05,0.006825601,0
1.28,5.319124e-05,0.0007767352,0.0008140355,0.0004592808,-0.00170517,0.0003093587,0.003607998,0
1.29,9.619002e-06,3.8606e-05,0.001613427,-0.005851889,-0.00170517,0.0002337655,0.004698511,0
1.3,8.118351e-05,-0.000489824,1.465157e-05,-0.007980103,0.003157139,0.0001580403,0.002829978,0
1.31,1.897041e-05,0.0003804768,-0.001051199,0.004298409,-0.00170517,0.0003265276,-0.003802474,0
1.32,-1.186906e-05,-0.0002113492,-0.0005182773,-0.003973617,-0.00170517,0.0001932499,0.0006566127,0
1.33,6.456451e-06,-0.0006426822,0.0002811141,-0.007643784,0.003157139,9.307938e-05,0.001409591,0
1.34,4.553173e-05,0.0002680685,0.0008140355,0.003823955,-0.00170517,0.0002585237,-0.003807764,0
1.35,5.178003e-05,-0.0002662945,-0.0007847399,-0.004491705,0.003157139,0.0001321897,0.00122918,0
1.36,9.769879e-05,0.0005573449,0.0008140355,0.007277078,-0.00170517,0.0002860311,-0.005423207,0
1.37,9.110189e-05,-2.79051e-05,0.0005475767,-0.000954621,0.003157139,0.0001372393,-0.001275324,0
1.38,0.0001163583,0.0007607695,0.002146348,0.01033954,-0.00170517,0.000265478,-0.007964799,0
1.39,9.775574e-05,0.0001448945,0.00187989,0.001325175,-0.00170517,9.480224e-05,-0.003358103,0
1.4,4.989884e-05,-0.0002988828,0.002146348,-0.003426177,-0.00170517,-3.596829e-05,-0.001858756,0
1.41,-3.501384e-06,-0.00062845,-0.0002518147,-0.008438367,0.003157139,-0.0001347009,0.00143002,0
1.42,-6.948545e-05,0.000313542,0.0008140355,0.002018581,0.003157139,5.320211e-05,-0.002077646,0
1.43,-0.000129563,0.0009571087,-0.001317661,0.008464109,-0.00170517,0.0002037141,-0.003911241,0
1.44,-0.0001667396,0.0001912806,1.465157e-05,0.0001161071,-0.00170517,6.838997e-05,-0.001006081,0
1.45,-0.0001434169,-0.0003591913,-0.0005182773,-0.003875927,-0.00170517,-4.522578e-05,-0.001030456,0
1.46,0.00207509,-0.0007333403,0.01067315,-0.00839973,-0.00170517,-0.0001392832,0.001461123,0
1.47,0.05331927,-0.0002397322,1.546829,-0.009219881,-0.00170517,-0.0001965669,0.005155656,0
1.48,0.07232076,0.0177673,3.136811,0.07304481,0.003157139,-0.0002141803,0.008712036,0
1.49,0.1086238,0.03810092,3.12109,0.1620048,-0.00170517,3.955456e-05,0.002943297,0
1.5,0.1334422,0.0635976,2.86875,0.2659331,0.003157139,-0.0001363493,-0.01687536,0
1.51,0.1540012,0.09112315,2.950287,0.3781396,-0.00170517,-0.000322522,-0.05681203,0
1.52,0.1890613,0.116115,2.923374,0.4446537,0.003157139,-0.001131135,-0.08707927,0
1.53,0.2165384,0.1465255,2.631598,0.5201845,0.003157139,-0.001898314,-0.1146252,0
1.54,0.2350232,0.1766473,2.584434,0.5495759,0.003157139,-0.002745702,-0.1132781,0
1.55,0.2602794,0.2030644,2.526079,0.5247632,-0.00170517,-0.003414766,-0.08989438,0
1.56,0.282932,0.2275955,2.212453,0.447021,-0.00170517,-0.003919796,-0.03327277,0
1.57,0.2954819,0.2506189,2.036054,0.3288825,-0.00170517,-0.003675851,0.05234085,0
1.58,0.3138471,0.2685903,1.939329,0.1564961,0.003157139,-0.00243885,0.1663973,0
1.59,0.3351437,0.2857242,1.655813,-0.0301424,-0.00170517,0.0002278239,0.2947492,0
1.6,0.3538616,0.300428,1.32833,-0.2568589,0.008019447,0.003893009,0.4519069,0
1.61,0.3710735,0.3156925,0.8103271,-0.4665139,0.01774406,0.009442826,0.6006518,0
1.62,0.3819997,0.3305156,0.2718064,-0.6671827,0.02746868,0.01668746,0.7418725,0
1.63,0.3829801,0.3426028,-0.1537342,-0.8640208,0.03719378,0.0254051,0.8665224,0
1.64,0.3758025,0.349173,-0.4079394,-1.067356,0.0517807,0.03532706,0.9714467,0
1.65,0.3630258,0.3501682,-0.464163,-1.26785,0.06150532,0.04644673,1.052467,0
1.66,0.3588665,0.344095,-0.6309685,-1.486774,0.07123041,0.05825682,1.125987,0
1.67,0.3564584,0.3360318,-1.069033,-1.696184,0.09067965,0.07064793,1.193174,0
1.68,0.3429052,0.3296286,-1.569982,-1.861727,0.105267,0.08402517,1.241735,0
1.69,0.3178968,0.3194734,-1.750377,-2.020088,0.1295786,0.09788323,1.275974,0
1.7,0.2986721,0.3053416,-1.78555,-2.141734,0.1441655,0.1124717,1.268062,0
1.71,0.279068,0.2883646,-1.910255,-2.246206,0.1587529,0.1268757,1.240439,0
1.72,0.259486,0.2696218,-2.143143,-2.326994,0.1782022,0.1409054,1.192523,0
1.73,0.2322526,0.2512589,-2.356846,-2.366175,0.1976514,0.154635,1.119043,0
1.74,0.2014936,0.2309834,-2.325936,-2.378818,0.2171011,0.1678384,1.022424,0
1.75,0.1760022,0.2086491,-2.322739,-2.363533,0.2268257,0.1803012,0.9001631,0
1.76,0.1484659,0.1848264,-2.343256,-2.338688,0.2365508,0.1913373,0.7703434,0
1.77,0.1192781,0.1597709,-2.3294,-2.301162,0.2511377,0.200951,0.6323327,0
1.78,0.08828747,0.1350058,-2.201232,-2.235246,0.2657247,0.2094009,0.481222,0
1.79,0.05927855,0.1103609,-1.957419,-2.144906,0.2705874,0.2166388,0.3198968,0
1.8,0.02940712,0.08461662,-1.613682,-2.053326,0.2754498,0.2221314,0.160811,0
1.81,0.0120578,0.05831354,-1.328834,-1.951969,0.2754498,0.2259758,-0.00122419,0
1.82,0.001635717,0.03524654,-1.317909,-1.833181,0.2754498,0.2280074,-0.1562925,0
1.83,-0.01209111,0.01729716,-1.336028,-1.688313,0.2657247,0.2283932,-0.3060229,0
1.84,-0.0299573,-0.0001861798,-1.185743,-1.557546,0.2608624,0.2267675,-0.4405908,0
1.85,-0.04532766,-0.01720537,-0.9032931,-1.422086,0.2511377,0.2235951,-0.5768553,0
1.86,-0.05656435,-0.03387732,-0.6349654,-1.297199,0.2365508,0.2187436,-0.6999562,0
1.87,-0.06405866,-0.04980681,-0.4455106,-1.189573,0.2268257,0.2122035,-0.8015272,0
1.88,-0.07074869,-0.06251862,-0.3197403,-1.07548,0.2171011,0.204528,-0.8901062,0
1.89,-0.08177041,-0.07252119,-0.1558659,-0.959487,0.2025142,0.1959184,-0.9648287,0
1.9,-0.08769099,-0.08318699,0.2051908,-0.8632642,0.1830645,0.1862919,-1.02431,0
1.91,-0.07965379,-0.0936599,0.3925139,-0.78565,0.1538906,0.1755878,-1.066528,0
1.92,-0.07070914,-0.1015334,0.3131081,-0.7334014,0.1393032,0.1635602,-1.07528,0
1.93,-0.0634406,-0.1037053,0.1460361,-0.6597118,0.1247163,0.151335,-1.076807,0
1.94,-0.06429229,-0.1024857,0.1220545,-0.5816214,0.1004043,0.1390068,-1.069059,0
1.95,-0.06266802,-0.104159,0.2627466,-0.542901,0.08581734,0.126139,-1.046083,0
1.96,-0.05256064,-0.1046954,0.1830744,-0.4969641,0.06150532,0.1133759,-1.028295,0
1.97,-0.0467393,-0.1039876,0.02186457,-0.4746147,0.0517807,0.1002452,-0.9864975,0
1.98,-0.04203996,-0.1004591,-0.1025734,-0.4351043,0.03719378,0.08771446,-0.9483908,0
1.99,-0.04365304,-0.09667658,-0.1929042,-0.4068385,0.02260637,0.07549202,-0.9017976,0
2,-0.04606081,-0.09506494,-0.1073697,-0.3957887,0.01288176,0.06360985,-0.8534132,0
2.01,-0.03952038,-0.09419923,-0.1169624,-0.3850745,-0.00170517,0.05231901,-0.8090692,0
2.02,-0.03336728,-0.09211284,-0.3319976,-0.3802345,-0.01142979,0.0413363,-0.7543702,0
2.03,-0.03790965,-0.08828339,-0.4103376,-0.3681743,-0.02115488,0.03097987,-0.6990883,0
2.04,-0.0419842,-0.08708172,-0.3205397,-0.3706462,-0.0308795,0.02121305,-0.6443532,0
2.05,-0.03840592,-0.08770674,-0.3410573,-0.3796348,-0.04060411,0.01198095,-0.5930256,0
2.06,-0.03592321,-0.08709744,-0.5912656,-0.3834323,-0.05032873,0.003243868,-0.5401959,0
2.07,-0.04271881,-0.08613659,-0.706111,-0.3890104,-0.05519128,-0.005002826,-0.484099,0
2.08,-0.05077949,-0.08706246,-0.6205765,-0.3949464,-0.06005383,-0.01253109,-0.4361078,0
2.09,-0.053865,-0.08983541,-0.5587572,-0.4012055,-0.06005383,-0.01945897,-0.3952263,0
2.1,-0.05468693,-0.09104972,-0.613382,-0.3834772,-0.0649159,-0.02563535,-0.366421,0
2.11,-0.05840996,-0.09162798,-0.6938536,-0.3612287,-0.06977844,-0.03145053,-0.3385809,0
2.12,-0.06427609,-0.09280822,-0.7109072,-0.3363908,-0.06977844,-0.0369672,-0.317799,0
2.13,-0.06984498,-0.09396239,-0.7074432,-0.2967585,-0.06977844,-0.04202782,-0.3112813,0
2.14,-0.07838714,-0.09498113,-0.6402947,-0.2471736,-0.07950306,-0.04677425,-0.3137122,0
2.15,-0.08689893,-0.09932886,-0.499336,-0.2249702,-0.08436561,-0.05179548,-0.3086587,0
2.16,-0.09276734,-0.1048277,-0.3405244,-0.2044974,-0.09409022,-0.05677062,-0.30637,0
2.17,-0.09345362,-0.1114355,-0.2360711,-0.2011954,-0.09895253,-0.06192849,-0.2905972,0
2.18,-0.08990035,-0.1158911,-0.2563223,-0.1863679,-0.1038148,-0.06689239,-0.2714002,0
2.19,-0.08755314,-0.1174141,-0.3724999,-0.1586137,-0.1038148,-0.07163766,-0.2484617,0
2.2,-0.09062882,-0.1161307,-0.4044754,-0.1062219,-0.1086774,-0.07593147,-0.2361846,0
2.21,-0.09597867,-0.1159436,-0.3122794,-0.05836881,-0.1086774,-0.08016551,-0.2297801,0
